"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","max_capacity","entropy_c1","entropy_c2","mean_entropy","TV","group_nTV","perceptual_distance"
"D1","D103","carrot","mushroom",0.136005125726691,"carrot_mushroom_D1_D103","veggies",0.528917452321469,3.92577963922678,3.93289832904789,3.92933898413733,0.122233449181489,0.0902607906994306,1.38444741029916
"D1","D103","carrot","corn",0.265293740437537,"carrot_corn_D1_D103","veggies",0.637369767138751,3.92577963922678,3.94621822784589,3.93599893353634,0.184961159006635,0.13658078514854,1.38444741029916
"D1","D103","celery","corn",0.283834216467892,"celery_corn_D1_D103","veggies",0.797534758495296,3.8969009726113,3.94621822784589,3.9215596002286,0.19957045250157,0.147368719148954,1.38444741029916
"D1","D103","corn","mushroom",0.363925398029318,"corn_mushroom_D1_D103","veggies",0.647530245732413,3.94621822784589,3.93289832904789,3.93955827844689,0.138847651920214,0.102529208927663,1.38444741029916
"D1","D103","carrot","eggplant",0.0900213801309684,"carrot_eggplant_D1_D103","veggies",0.39822517845151,3.92577963922678,3.93088743483538,3.92833353703108,0.0639727173638415,0.0472393448038768,1.38444741029916
"D1","D103","carrot","celery",0.0346340474504696,"carrot_celery_D1_D103","veggies",0.442168221298528,3.92577963922678,3.8969009726113,3.91134030591904,0.0834348723750745,0.061610775143051,1.38444741029916
"D1","D103","eggplant","mushroom",0.0420643067839295,"eggplant_mushroom_D1_D103","veggies",0.503097881724402,3.93088743483538,3.93289832904789,3.93189288194163,0.101912547780658,0.0752552366514477,1.38444741029916
"D1","D103","corn","eggplant",0.32493360311725,"corn_eggplant_D1_D103","veggies",0.606814427572934,3.94621822784589,3.93088743483538,3.93855283134064,0.171415392877482,0.126578191180734,1.38444741029916
"D1","D103","celery","eggplant",0.0537410911788736,"celery_eggplant_D1_D103","veggies",0.59876657518308,3.8969009726113,3.93088743483538,3.91389420372334,0.1150944361559,0.0849891325336984,1.38444741029916
"D1","D103","celery","mushroom",0.0972459958719532,"celery_mushroom_D1_D103","veggies",0.729900068024647,3.8969009726113,3.93289832904789,3.9148996508296,0.172782652061278,0.127587815762604,1.38444741029916
"D1","D14","celery","eggplant",0.112767264779318,"celery_eggplant_D1_D14","veggies",0.59876657518308,3.8969009726113,3.93088743483538,3.91389420372334,0.1150944361559,0.0849891325336984,1.90397489490527
"D1","D14","carrot","mushroom",0.1276938704396,"carrot_mushroom_D1_D14","veggies",0.528917452321469,3.92577963922678,3.93289832904789,3.92933898413733,0.122233449181489,0.0902607906994306,1.90397489490527
"D1","D14","carrot","corn",0.506672243359402,"carrot_corn_D1_D14","veggies",0.637369767138751,3.92577963922678,3.94621822784589,3.93599893353634,0.184961159006635,0.13658078514854,1.90397489490527
"D1","D14","celery","mushroom",0.0389133432554589,"celery_mushroom_D1_D14","veggies",0.729900068024647,3.8969009726113,3.93289832904789,3.9148996508296,0.172782652061278,0.127587815762604,1.90397489490527
"D1","D14","celery","corn",0.382501862606528,"celery_corn_D1_D14","veggies",0.797534758495296,3.8969009726113,3.94621822784589,3.9215596002286,0.19957045250157,0.147368719148954,1.90397489490527
"D1","D14","corn","eggplant",0.463607674625921,"corn_eggplant_D1_D14","veggies",0.606814427572934,3.94621822784589,3.93088743483538,3.93855283134064,0.171415392877482,0.126578191180734,1.90397489490527
"D1","D14","eggplant","mushroom",0.0768030414449887,"eggplant_mushroom_D1_D14","veggies",0.503097881724402,3.93088743483538,3.93289832904789,3.93189288194163,0.101912547780658,0.0752552366514477,1.90397489490527
"D1","D14","corn","mushroom",0.418056116016952,"corn_mushroom_D1_D14","veggies",0.647530245732413,3.94621822784589,3.93289832904789,3.93955827844689,0.138847651920214,0.102529208927663,1.90397489490527
"D1","D14","carrot","eggplant",0.04777126442739,"carrot_eggplant_D1_D14","veggies",0.39822517845151,3.92577963922678,3.93088743483538,3.92833353703108,0.0639727173638415,0.0472393448038768,1.90397489490527
"D1","D14","carrot","celery",0.16324027949016,"carrot_celery_D1_D14","veggies",0.442168221298528,3.92577963922678,3.8969009726113,3.91134030591904,0.0834348723750745,0.061610775143051,1.90397489490527
"D1","D22","eggplant","mushroom",0.138090092871736,"eggplant_mushroom_D1_D22","veggies",0.503097881724402,3.93088743483538,3.93289832904789,3.93189288194163,0.101912547780658,0.0752552366514477,1.63373585750581
"D1","D22","corn","mushroom",0.17233718395656,"corn_mushroom_D1_D22","veggies",0.647530245732413,3.94621822784589,3.93289832904789,3.93955827844689,0.138847651920214,0.102529208927663,1.63373585750581
"D1","D22","carrot","corn",0.100213300822479,"carrot_corn_D1_D22","veggies",0.637369767138751,3.92577963922678,3.94621822784589,3.93599893353634,0.184961159006635,0.13658078514854,1.63373585750581
"D1","D22","carrot","eggplant",0.0569872129924971,"carrot_eggplant_D1_D22","veggies",0.39822517845151,3.92577963922678,3.93088743483538,3.92833353703108,0.0639727173638415,0.0472393448038768,1.63373585750581
"D1","D22","corn","eggplant",0.0483509734214,"corn_eggplant_D1_D22","veggies",0.606814427572934,3.94621822784589,3.93088743483538,3.93855283134064,0.171415392877482,0.126578191180734,1.63373585750581
"D1","D22","celery","corn",0.00618495595978419,"celery_corn_D1_D22","veggies",0.797534758495296,3.8969009726113,3.94621822784589,3.9215596002286,0.19957045250157,0.147368719148954,1.63373585750581
"D1","D22","carrot","mushroom",0.0846496770952911,"carrot_mushroom_D1_D22","veggies",0.528917452321469,3.92577963922678,3.93289832904789,3.92933898413733,0.122233449181489,0.0902607906994306,1.63373585750581
"D1","D22","carrot","celery",0.106565678722602,"carrot_celery_D1_D22","veggies",0.442168221298528,3.92577963922678,3.8969009726113,3.91134030591904,0.0834348723750745,0.061610775143051,1.63373585750581
"D1","D22","celery","mushroom",0.186995644604053,"celery_mushroom_D1_D22","veggies",0.729900068024647,3.8969009726113,3.93289832904789,3.9148996508296,0.172782652061278,0.127587815762604,1.63373585750581
"D1","D22","celery","eggplant",0.0477288454134497,"celery_eggplant_D1_D22","veggies",0.59876657518308,3.8969009726113,3.93088743483538,3.91389420372334,0.1150944361559,0.0849891325336984,1.63373585750581
"D1","D25","celery","mushroom",0.0699706385852346,"celery_mushroom_D1_D25","veggies",0.729900068024647,3.8969009726113,3.93289832904789,3.9148996508296,0.172782652061278,0.127587815762604,1.72667997933655
"D1","D25","eggplant","mushroom",0.114323514055084,"eggplant_mushroom_D1_D25","veggies",0.503097881724402,3.93088743483538,3.93289832904789,3.93189288194163,0.101912547780658,0.0752552366514477,1.72667997933655
"D1","D25","carrot","eggplant",0.123884578260783,"carrot_eggplant_D1_D25","veggies",0.39822517845151,3.92577963922678,3.93088743483538,3.92833353703108,0.0639727173638415,0.0472393448038768,1.72667997933655
"D1","D25","carrot","mushroom",0.00917437603936561,"carrot_mushroom_D1_D25","veggies",0.528917452321469,3.92577963922678,3.93289832904789,3.92933898413733,0.122233449181489,0.0902607906994306,1.72667997933655
"D1","D25","celery","eggplant",0.0430997034220209,"celery_eggplant_D1_D25","veggies",0.59876657518308,3.8969009726113,3.93088743483538,3.91389420372334,0.1150944361559,0.0849891325336984,1.72667997933655
"D1","D25","carrot","corn",0.357172255443924,"carrot_corn_D1_D25","veggies",0.637369767138751,3.92577963922678,3.94621822784589,3.93599893353634,0.184961159006635,0.13658078514854,1.72667997933655
"D1","D25","corn","mushroom",0.349462384678746,"corn_mushroom_D1_D25","veggies",0.647530245732413,3.94621822784589,3.93289832904789,3.93955827844689,0.138847651920214,0.102529208927663,1.72667997933655
"D1","D25","carrot","celery",0.0792746115367227,"carrot_celery_D1_D25","veggies",0.442168221298528,3.92577963922678,3.8969009726113,3.91134030591904,0.0834348723750745,0.061610775143051,1.72667997933655
"D1","D25","celery","corn",0.293675914852553,"celery_corn_D1_D25","veggies",0.797534758495296,3.8969009726113,3.94621822784589,3.9215596002286,0.19957045250157,0.147368719148954,1.72667997933655
"D1","D25","corn","eggplant",0.262923981549561,"corn_eggplant_D1_D25","veggies",0.606814427572934,3.94621822784589,3.93088743483538,3.93855283134064,0.171415392877482,0.126578191180734,1.72667997933655
"D1","D36","carrot","corn",0.183493964764737,"carrot_corn_D1_D36","veggies",0.637369767138751,3.92577963922678,3.94621822784589,3.93599893353634,0.184961159006635,0.13658078514854,1.86280382763518
"D1","D36","carrot","mushroom",0.134347108007422,"carrot_mushroom_D1_D36","veggies",0.528917452321469,3.92577963922678,3.93289832904789,3.92933898413733,0.122233449181489,0.0902607906994306,1.86280382763518
"D1","D36","corn","mushroom",0.291397023544698,"corn_mushroom_D1_D36","veggies",0.647530245732413,3.94621822784589,3.93289832904789,3.93955827844689,0.138847651920214,0.102529208927663,1.86280382763518
"D1","D36","carrot","eggplant",0.00784896172648186,"carrot_eggplant_D1_D36","veggies",0.39822517845151,3.92577963922678,3.93088743483538,3.92833353703108,0.0639727173638415,0.0472393448038768,1.86280382763518
"D1","D36","carrot","celery",0.0388690502315596,"carrot_celery_D1_D36","veggies",0.442168221298528,3.92577963922678,3.8969009726113,3.91134030591904,0.0834348723750745,0.061610775143051,1.86280382763518
"D1","D36","celery","corn",0.147220935943391,"celery_corn_D1_D36","veggies",0.797534758495296,3.8969009726113,3.94621822784589,3.9215596002286,0.19957045250157,0.147368719148954,1.86280382763518
"D1","D36","corn","eggplant",0.184911173098067,"corn_eggplant_D1_D36","veggies",0.606814427572934,3.94621822784589,3.93088743483538,3.93855283134064,0.171415392877482,0.126578191180734,1.86280382763518
"D1","D36","celery","eggplant",0.0451346857868342,"celery_eggplant_D1_D36","veggies",0.59876657518308,3.8969009726113,3.93088743483538,3.91389420372334,0.1150944361559,0.0849891325336984,1.86280382763518
