"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","max_capacity","entropy_c1","entropy_c2","mean_entropy","TV","group_nTV","perceptual_distance"
"D1","D103","airplane","truck",0.219756000663095,"airplane_truck_D1_D103","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.38444741029916
"D1","D103","airplane","car",0.0955250525606162,"airplane_car_D1_D103","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.38444741029916
"D1","D103","boat","car",0.359620305321402,"boat_car_D1_D103","transport",0.554164074153539,3.94918137122125,3.95112318354043,3.95015227738084,0.0955373932141093,0.119637522928698,1.38444741029916
"D1","D103","car","truck",0.124816078107434,"car_truck_D1_D103","transport",0.306182446814584,3.95112318354043,3.95522394029822,3.95317356191932,0.0602030361594101,0.0753897701893226,1.38444741029916
"D1","D103","airplane","train",0.200965507707008,"airplane_train_D1_D103","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.38444741029916
"D1","D103","airplane","boat",0.276169505848214,"airplane_boat_D1_D103","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.38444741029916
"D1","D103","train","truck",0.0177074868392633,"train_truck_D1_D103","transport",0.271328663591564,3.95146940504657,3.95522394029822,3.9533466726724,0.0538672573959993,0.0674557367017229,1.38444741029916
"D1","D103","car","train",0.106454305460952,"car_train_D1_D103","transport",0.342009397754523,3.95112318354043,3.95146940504657,3.9512962942935,0.0702919746522322,0.0880237302509727,1.38444741029916
"D1","D103","boat","train",0.449731622690365,"boat_train_D1_D103","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.38444741029916
"D1","D103","boat","truck",0.467217311219868,"boat_truck_D1_D103","transport",0.555161955791179,3.94918137122125,3.95522394029822,3.95220265575974,0.105252761923169,0.131803677013371,1.38444741029916
"D1","D14","boat","train",0.189038480938315,"boat_train_D1_D14","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.90397489490527
"D1","D14","airplane","truck",0.171171248171319,"airplane_truck_D1_D14","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.90397489490527
"D1","D14","airplane","car",0.0537834127000178,"airplane_car_D1_D14","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.90397489490527
"D1","D14","boat","truck",0.224289486741189,"boat_truck_D1_D14","transport",0.555161955791179,3.94918137122125,3.95522394029822,3.95220265575974,0.105252761923169,0.131803677013371,1.90397489490527
"D1","D14","boat","car",0.10660166139894,"boat_car_D1_D14","transport",0.554164074153539,3.94918137122125,3.95112318354043,3.95015227738084,0.0955373932141093,0.119637522928698,1.90397489490527
"D1","D14","car","train",0.0820864483981833,"car_train_D1_D14","transport",0.342009397754523,3.95112318354043,3.95146940504657,3.9512962942935,0.0702919746522322,0.0880237302509727,1.90397489490527
"D1","D14","train","truck",0.0331426465981601,"train_truck_D1_D14","transport",0.271328663591564,3.95146940504657,3.95522394029822,3.9533466726724,0.0538672573959993,0.0674557367017229,1.90397489490527
"D1","D14","car","truck",0.116030640523667,"car_truck_D1_D14","transport",0.306182446814584,3.95112318354043,3.95522394029822,3.95317356191932,0.0602030361594101,0.0753897701893226,1.90397489490527
"D1","D14","airplane","train",0.136423627019178,"airplane_train_D1_D14","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.90397489490527
"D1","D14","airplane","boat",0.0533744443851332,"airplane_boat_D1_D14","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.90397489490527
"D1","D22","train","truck",0.0362479395175783,"train_truck_D1_D22","transport",0.271328663591564,3.95146940504657,3.95522394029822,3.9533466726724,0.0538672573959993,0.0674557367017229,1.63373585750581
"D1","D22","car","truck",0.0977351616035986,"car_truck_D1_D22","transport",0.306182446814584,3.95112318354043,3.95522394029822,3.95317356191932,0.0602030361594101,0.0753897701893226,1.63373585750581
"D1","D22","airplane","car",0.136404861828575,"airplane_car_D1_D22","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.63373585750581
"D1","D22","airplane","train",0.191467991864716,"airplane_train_D1_D22","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.63373585750581
"D1","D22","car","train",0.0598408885999851,"car_train_D1_D22","transport",0.342009397754523,3.95112318354043,3.95146940504657,3.9512962942935,0.0702919746522322,0.0880237302509727,1.63373585750581
"D1","D22","boat","car",0.27071427941459,"boat_car_D1_D22","transport",0.554164074153539,3.94918137122125,3.95112318354043,3.95015227738084,0.0955373932141093,0.119637522928698,1.63373585750581
"D1","D22","airplane","truck",0.230086918596097,"airplane_truck_D1_D22","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.63373585750581
"D1","D22","airplane","boat",0.139058089356256,"airplane_boat_D1_D22","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.63373585750581
"D1","D22","boat","truck",0.357371936923473,"boat_truck_D1_D22","transport",0.555161955791179,3.94918137122125,3.95522394029822,3.95220265575974,0.105252761923169,0.131803677013371,1.63373585750581
"D1","D22","boat","train",0.319418661601277,"boat_train_D1_D22","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.63373585750581
"D1","D25","boat","truck",0.00262282692755728,"boat_truck_D1_D25","transport",0.555161955791179,3.94918137122125,3.95522394029822,3.95220265575974,0.105252761923169,0.131803677013371,1.72667997933655
"D1","D25","train","truck",0.0327034726007538,"train_truck_D1_D25","transport",0.271328663591564,3.95146940504657,3.95522394029822,3.9533466726724,0.0538672573959993,0.0674557367017229,1.72667997933655
"D1","D25","airplane","train",0.0950660247372048,"airplane_train_D1_D25","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.72667997933655
"D1","D25","airplane","truck",0.0594331910584169,"airplane_truck_D1_D25","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.72667997933655
"D1","D25","boat","train",0.0343770268659573,"boat_train_D1_D25","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.72667997933655
"D1","D25","airplane","car",0.036232224942522,"airplane_car_D1_D25","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.72667997933655
"D1","D25","car","truck",0.089077307532043,"car_truck_D1_D25","transport",0.306182446814584,3.95112318354043,3.95522394029822,3.95317356191932,0.0602030361594101,0.0753897701893226,1.72667997933655
"D1","D25","airplane","boat",0.0727005255516313,"airplane_boat_D1_D25","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.72667997933655
"D1","D25","boat","car",0.105833867419182,"boat_car_D1_D25","transport",0.554164074153539,3.94918137122125,3.95112318354043,3.95015227738084,0.0955373932141093,0.119637522928698,1.72667997933655
"D1","D25","car","train",0.123023801822671,"car_train_D1_D25","transport",0.342009397754523,3.95112318354043,3.95146940504657,3.9512962942935,0.0702919746522322,0.0880237302509727,1.72667997933655
"D1","D36","airplane","car",0.0459111008571935,"airplane_car_D1_D36","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.86280382763518
"D1","D36","airplane","truck",0.195860846562795,"airplane_truck_D1_D36","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.86280382763518
"D1","D36","car","truck",0.146411854840214,"car_truck_D1_D36","transport",0.306182446814584,3.95112318354043,3.95522394029822,3.95317356191932,0.0602030361594101,0.0753897701893226,1.86280382763518
"D1","D36","airplane","train",0.12539762977182,"airplane_train_D1_D36","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.86280382763518
"D1","D36","airplane","boat",0.183247968677656,"airplane_boat_D1_D36","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.86280382763518
"D1","D36","boat","car",0.221646625496313,"boat_car_D1_D36","transport",0.554164074153539,3.94918137122125,3.95112318354043,3.95015227738084,0.0955373932141093,0.119637522928698,1.86280382763518
"D1","D36","car","train",0.0783997552350171,"car_train_D1_D36","transport",0.342009397754523,3.95112318354043,3.95146940504657,3.9512962942935,0.0702919746522322,0.0880237302509727,1.86280382763518
"D1","D36","boat","train",0.293397912177073,"boat_train_D1_D36","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.86280382763518
"D1","D36","train","truck",0.0657868250553234,"train_truck_D1_D36","transport",0.271328663591564,3.95146940504657,3.95522394029822,3.9533466726724,0.0538672573959993,0.0674557367017229,1.86280382763518
"D1","D36","boat","truck",0.361779852830664,"boat_truck_D1_D36","transport",0.555161955791179,3.94918137122125,3.95522394029822,3.95220265575974,0.105252761923169,0.131803677013371,1.86280382763518
"D1","D37","airplane","boat",0.142125321038901,"airplane_boat_D1_D37","transport",0.344346749294763,3.9476848778309,3.94918137122125,3.94843312452608,0.0653733930821501,0.0818643941463274,1.61162212671607
"D1","D37","airplane","train",0.34706981953298,"airplane_train_D1_D37","transport",0.518077343537887,3.9476848778309,3.95146940504657,3.94957714143874,0.0870291461628944,0.10898299732958,1.61162212671607
"D1","D37","airplane","car",0.264538112104985,"airplane_car_D1_D37","transport",0.329830824770603,3.9476848778309,3.95112318354043,3.94940403068567,0.0580530872478973,0.0726974781605858,1.61162212671607
"D1","D37","boat","train",0.476512999239058,"boat_train_D1_D37","transport",0.668961998908733,3.94918137122125,3.95146940504657,3.95032538813391,0.119931837639602,0.150185675919926,1.61162212671607
"D1","D37","airplane","truck",0.316221010332794,"airplane_truck_D1_D37","transport",0.444459618473888,3.9476848778309,3.95522394029822,3.95145440906456,0.0830172112936986,0.103959017359494,1.61162212671607
