"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","max_capacity","entropy_c1","entropy_c2","mean_entropy","TV","group_nTV","perceptual_distance"
"D1","D103","blizzard","sandstorm",0.0898692170849573,"blizzard_sandstorm_D1_D103","weather",0.406796986357896,3.93906209854287,3.91702615951956,3.92804412903121,0.0792512352532625,0.0733803309207001,1.38444741029916
"D1","D103","blizzard","hurricane",0.151662573979661,"blizzard_hurricane_D1_D103","weather",0.394785408010229,3.93906209854287,3.92785705281094,3.9334595756769,0.0814098129444539,0.0753790019166975,1.38444741029916
"D1","D103","drought","hurricane",0.24582809345526,"drought_hurricane_D1_D103","weather",0.634442887926375,3.9372535229191,3.92785705281094,3.93255528786502,0.129711052533976,0.120102102239771,1.38444741029916
"D1","D103","hurricane","sandstorm",0.0635402032124743,"hurricane_sandstorm_D1_D103","weather",0.629757834787421,3.92785705281094,3.91702615951956,3.92244160616525,0.112138410284551,0.10383123530258,1.38444741029916
"D1","D103","blizzard","lightning",0.0660908268023412,"blizzard_lightning_D1_D103","weather",0.654280306429836,3.93906209854287,3.92021651688451,3.92963930771369,0.121991961413296,0.112954838742459,1.38444741029916
"D1","D103","blizzard","drought",0.0971828141004882,"blizzard_drought_D1_D103","weather",0.52629550837911,3.93906209854287,3.9372535229191,3.93815781073098,0.0966545997464003,0.0894944601397452,1.38444741029916
"D1","D103","lightning","sandstorm",0.0244083531043384,"lightning_sandstorm_D1_D103","weather",0.833263099933896,3.92021651688451,3.91702615951956,3.91862133820204,0.136814923182465,0.126679720586515,1.38444741029916
"D1","D103","hurricane","lightning",0.0879220227815152,"hurricane_lightning_D1_D103","weather",0.459246866684883,3.92785705281094,3.92021651688451,3.92403678484772,0.0977733514850958,0.0905303351332546,1.38444741029916
"D1","D103","drought","lightning",0.163343049008581,"drought_lightning_D1_D103","weather",0.803713555029944,3.9372535229191,3.92021651688451,3.9287350199018,0.149533159423334,0.138455794247704,1.38444741029916
"D1","D103","drought","sandstorm",0.18629445299977,"drought_sandstorm_D1_D103","weather",0.450047718890847,3.9372535229191,3.91702615951956,3.92713984121933,0.0747280058175393,0.0691921807705742,1.38444741029916
"D1","D14","drought","lightning",0.176949529657058,"drought_lightning_D1_D14","weather",0.803713555029944,3.9372535229191,3.92021651688451,3.9287350199018,0.149533159423334,0.138455794247704,1.90397489490527
"D1","D14","blizzard","sandstorm",0.16571978235977,"blizzard_sandstorm_D1_D14","weather",0.406796986357896,3.93906209854287,3.91702615951956,3.92804412903121,0.0792512352532625,0.0733803309207001,1.90397489490527
"D1","D14","blizzard","hurricane",0.0373091297777102,"blizzard_hurricane_D1_D14","weather",0.394785408010229,3.93906209854287,3.92785705281094,3.9334595756769,0.0814098129444539,0.0753790019166975,1.90397489490527
"D1","D14","drought","sandstorm",0.326157063854142,"drought_sandstorm_D1_D14","weather",0.450047718890847,3.9372535229191,3.91702615951956,3.92713984121933,0.0747280058175393,0.0691921807705742,1.90397489490527
"D1","D14","drought","hurricane",0.206824366817102,"drought_hurricane_D1_D14","weather",0.634442887926375,3.9372535229191,3.92785705281094,3.93255528786502,0.129711052533976,0.120102102239771,1.90397489490527
"D1","D14","hurricane","lightning",0.0307483738908796,"hurricane_lightning_D1_D14","weather",0.459246866684883,3.92785705281094,3.92021651688451,3.92403678484772,0.0977733514850958,0.0905303351332546,1.90397489490527
"D1","D14","lightning","sandstorm",0.163346713597122,"lightning_sandstorm_D1_D14","weather",0.833263099933896,3.92021651688451,3.91702615951956,3.91862133820204,0.136814923182465,0.126679720586515,1.90397489490527
"D1","D14","hurricane","sandstorm",0.134459821824406,"hurricane_sandstorm_D1_D14","weather",0.629757834787421,3.92785705281094,3.91702615951956,3.92244160616525,0.112138410284551,0.10383123530258,1.90397489490527
"D1","D14","blizzard","lightning",0.00747868324198131,"blizzard_lightning_D1_D14","weather",0.654280306429836,3.93906209854287,3.92021651688451,3.92963930771369,0.121991961413296,0.112954838742459,1.90397489490527
"D1","D14","blizzard","drought",0.164889569776029,"blizzard_drought_D1_D14","weather",0.52629550837911,3.93906209854287,3.9372535229191,3.93815781073098,0.0966545997464003,0.0894944601397452,1.90397489490527
"D1","D22","lightning","sandstorm",0.0625458485359704,"lightning_sandstorm_D1_D22","weather",0.833263099933896,3.92021651688451,3.91702615951956,3.91862133820204,0.136814923182465,0.126679720586515,1.63373585750581
"D1","D22","hurricane","sandstorm",0.0195919642779672,"hurricane_sandstorm_D1_D22","weather",0.629757834787421,3.92785705281094,3.91702615951956,3.92244160616525,0.112138410284551,0.10383123530258,1.63373585750581
"D1","D22","blizzard","hurricane",0.0449941133371716,"blizzard_hurricane_D1_D22","weather",0.394785408010229,3.93906209854287,3.92785705281094,3.9334595756769,0.0814098129444539,0.0753790019166975,1.63373585750581
"D1","D22","blizzard","lightning",0.123146139638766,"blizzard_lightning_D1_D22","weather",0.654280306429836,3.93906209854287,3.92021651688451,3.92963930771369,0.121991961413296,0.112954838742459,1.63373585750581
"D1","D22","hurricane","lightning",0.0827339883711308,"hurricane_lightning_D1_D22","weather",0.459246866684883,3.92785705281094,3.92021651688451,3.92403678484772,0.0977733514850958,0.0905303351332546,1.63373585750581
"D1","D22","drought","hurricane",0.0906694846889342,"drought_hurricane_D1_D22","weather",0.634442887926375,3.9372535229191,3.92785705281094,3.93255528786502,0.129711052533976,0.120102102239771,1.63373585750581
"D1","D22","blizzard","sandstorm",0.0632407016060016,"blizzard_sandstorm_D1_D22","weather",0.406796986357896,3.93906209854287,3.91702615951956,3.92804412903121,0.0792512352532625,0.0733803309207001,1.63373585750581
"D1","D22","blizzard","drought",0.128158378833176,"blizzard_drought_D1_D22","weather",0.52629550837911,3.93906209854287,3.9372535229191,3.93815781073098,0.0966545997464003,0.0894944601397452,1.63373585750581
"D1","D22","drought","sandstorm",0.072035758249239,"drought_sandstorm_D1_D22","weather",0.450047718890847,3.9372535229191,3.91702615951956,3.92713984121933,0.0747280058175393,0.0691921807705742,1.63373585750581
"D1","D22","drought","lightning",0.0144835182756626,"drought_lightning_D1_D22","weather",0.803713555029944,3.9372535229191,3.92021651688451,3.9287350199018,0.149533159423334,0.138455794247704,1.63373585750581
"D1","D25","drought","sandstorm",0.0902856157030849,"drought_sandstorm_D1_D25","weather",0.450047718890847,3.9372535229191,3.91702615951956,3.92713984121933,0.0747280058175393,0.0691921807705742,1.72667997933655
"D1","D25","lightning","sandstorm",0.229368847975774,"lightning_sandstorm_D1_D25","weather",0.833263099933896,3.92021651688451,3.91702615951956,3.91862133820204,0.136814923182465,0.126679720586515,1.72667997933655
