"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","max_capacity","entropy_c1","entropy_c2","mean_entropy","TV","group_nTV","perceptual_distance"
"D1","D103","beach","sunset",0.259706221981976,"beach_sunset_D1_D103","scenes",0.582802616680357,3.91124908716075,3.92895354387831,3.92010131551953,0.0955381370252756,0.083564922443546,1.38444741029916
"D1","D103","beach","ocean",0.0318313607783389,"beach_ocean_D1_D103","scenes",0.476476506218139,3.91124908716075,3.88915196749684,3.90020052732879,0.0954767542059227,0.0835112323602106,1.38444741029916
"D1","D103","field","ocean",0.234490555540255,"field_ocean_D1_D103","scenes",0.848394336959015,3.90319077237997,3.88915196749684,3.8961713699384,0.176368221869269,0.15426506357469,1.38444741029916
"D1","D103","ocean","sunset",0.291630748560669,"ocean_sunset_D1_D103","scenes",0.630228329415201,3.88915196749684,3.92895354387831,3.90905275568757,0.128227669983749,0.112157674735417,1.38444741029916
"D1","D103","beach","sky",0.114930439673786,"beach_sky_D1_D103","scenes",0.560720782937053,3.91124908716075,3.9128234299639,3.91203625856232,0.10081541755178,0.0881808334466409,1.38444741029916
"D1","D103","beach","field",0.20472053018209,"beach_field_D1_D103","scenes",0.727748191801486,3.91124908716075,3.90319077237997,3.90721992977036,0.124412153122963,0.108820333434014,1.38444741029916
"D1","D103","sky","sunset",0.150594255014953,"sky_sunset_D1_D103","scenes",0.425963932578239,3.9128234299639,3.92895354387831,3.9208884869211,0.0699377528874715,0.0611728789977478,1.38444741029916
"D1","D103","ocean","sky",0.147466827198889,"ocean_sky_D1_D103","scenes",0.677696394477503,3.88915196749684,3.9128234299639,3.90098769873037,0.132736578225127,0.116101508886131,1.38444741029916
"D1","D103","field","sky",0.10168178956406,"field_sky_D1_D103","scenes",0.717370273322274,3.90319077237997,3.9128234299639,3.90800710117193,0.106138183283738,0.0928365292705878,1.38444741029916
"D1","D103","field","sunset",0.0365358066232804,"field_sunset_D1_D103","scenes",0.711438636571872,3.90319077237997,3.92895354387831,3.91607215812914,0.11362952069229,0.0993890228510147,1.38444741029916
"D1","D14","field","sky",0.0406646523810519,"field_sky_D1_D14","scenes",0.717370273322274,3.90319077237997,3.9128234299639,3.90800710117193,0.106138183283738,0.0928365292705878,1.90397489490527
"D1","D14","beach","sunset",0.0798854306294933,"beach_sunset_D1_D14","scenes",0.582802616680357,3.91124908716075,3.92895354387831,3.92010131551953,0.0955381370252756,0.083564922443546,1.90397489490527
"D1","D14","beach","ocean",0.109373928260565,"beach_ocean_D1_D14","scenes",0.476476506218139,3.91124908716075,3.88915196749684,3.90020052732879,0.0954767542059227,0.0835112323602106,1.90397489490527
"D1","D14","field","sunset",0.131806702240128,"field_sunset_D1_D14","scenes",0.711438636571872,3.90319077237997,3.92895354387831,3.91607215812914,0.11362952069229,0.0993890228510147,1.90397489490527
"D1","D14","field","ocean",0.159756101021833,"field_ocean_D1_D14","scenes",0.848394336959015,3.90319077237997,3.88915196749684,3.8961713699384,0.176368221869269,0.15426506357469,1.90397489490527
"D1","D14","ocean","sky",0.128300713548726,"ocean_sky_D1_D14","scenes",0.677696394477503,3.88915196749684,3.9128234299639,3.90098769873037,0.132736578225127,0.116101508886131,1.90397489490527
"D1","D14","sky","sunset",0.0982226332412565,"sky_sunset_D1_D14","scenes",0.425963932578239,3.9128234299639,3.92895354387831,3.9208884869211,0.0699377528874715,0.0611728789977478,1.90397489490527
"D1","D14","ocean","sunset",0.0296210117854894,"ocean_sunset_D1_D14","scenes",0.630228329415201,3.88915196749684,3.92895354387831,3.90905275568757,0.128227669983749,0.112157674735417,1.90397489490527
"D1","D14","beach","sky",0.0167553736654464,"beach_sky_D1_D14","scenes",0.560720782937053,3.91124908716075,3.9128234299639,3.91203625856232,0.10081541755178,0.0881808334466409,1.90397489490527
"D1","D14","beach","field",0.0556870921858204,"beach_field_D1_D14","scenes",0.727748191801486,3.91124908716075,3.90319077237997,3.90721992977036,0.124412153122963,0.108820333434014,1.90397489490527
"D1","D22","sky","sunset",0.0670367591535714,"sky_sunset_D1_D22","scenes",0.425963932578239,3.9128234299639,3.92895354387831,3.9208884869211,0.0699377528874715,0.0611728789977478,1.63373585750581
"D1","D22","ocean","sunset",0.207197072115389,"ocean_sunset_D1_D22","scenes",0.630228329415201,3.88915196749684,3.92895354387831,3.90905275568757,0.128227669983749,0.112157674735417,1.63373585750581
